18,20,11,0,5,7,7,7,7,7,0,0,6,0,0,0,0,0,0,0,0,0,7,7,7,7
0,0,0,0,5,0,7,7,7,7,4,4,6,4,4,4,4,4,4,4,0,0,7,7,7,7
19,20,14,0,5,0,0,7,7,0,4,0,6,0,0,4,1,1,1,4,0,0,0,7,7,7
0,0,0,0,5,0,0,0,0,0,4,0,6,0,0,0,1,3,1,4,0,0,0,0,7,7
16,20,12,0,5,0,4,4,4,4,4,0,6,0,0,4,1,1,1,4,0,0,0,0,0,7
0,0,0,0,5,0,4,1,1,1,4,0,6,0,0,4,4,4,4,4,0,0,0,0,0,0
5,5,5,5,5,0,4,1,2,1,0,0,6,4,4,4,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,4,1,1,1,4,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6
0,0,0,0,0,0,4,4,4,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,4,0,17,20,11,4,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,15,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,20,0,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0
0,0,0,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,7,7,7,7,7,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0
0,0,7,7,7,7,0,0,0,0,0,7,7,7,7,7,0,0,0,0,0,0,0,0,7,7
0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,0,0,0,0,7,7,7,7,7,7
0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7
0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7
