TILEMAP
26 20							-- Size of tile map in tiles
24 24							-- Tile size & block size
images/blocksBaba.png					-- Tilesheet
5 5								-- Number of tiles in tilesheet
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,
0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,
0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,20,0,0,0,0,3,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,
0,0,0,0,0,8,0,0,0,3,3,3,3,3,0,0,0,0,0,0,3,0,0,8,0,0,
0,8,0,0,0,0,0,0,0,3,8,8,8,8,0,0,0,0,12,0,3,0,0,0,0,0,
0,0,8,0,0,0,0,0,0,3,8,15,8,8,0,0,0,0,0,0,3,0,0,0,0,0,
0,0,0,0,0,8,0,0,0,3,8,8,8,8,0,0,0,0,0,0,3,0,8,0,0,0,
0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,17,0,0,0,3,0,16,0,0,0,0,3,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,20,0,0,0,3,0,20,0,0,4,0,3,0,0,0,0,8,
0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,11,0,0,0,0,3,0,0,0,0,0,
0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,0,0,8,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,

