TILEMAP
26 20							-- Size of tile map in tiles
24 24							-- Tile size & block size
images/blocksBaba.png					-- Tilesheet
5 5								-- Number of tiles in tilesheet
15,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,4,1,1,1,1,1,1,4,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,4,1,2,1,1,5,1,4,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,19,4,1,1,1,1,1,1,4,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,20,4,1,1,1,1,5,1,4,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,14,4,1,1,1,1,1,1,4,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,4,4,4,4,6,6,6,4,4,4,4,4,4,4,0,0,0,0,0,0,
0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,
0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,18,20,13,0,4,0,0,0,0,0,0,
0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,
0,0,0,0,0,0,4,6,6,6,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,
0,0,0,0,0,0,4,6,6,6,0,0,0,4,0,16,20,12,0,4,0,0,0,0,0,0,
0,0,0,0,0,0,4,3,6,6,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,
0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,

